date,precip
19500811,0
19500812,0
19500813,0
19500814,0
19500815,0
19500816,0
19500817,0
19500818,0
19500819,0
19500820,0
19500821,0
19500822,0
19500823,0
19500824,0
19500825,0
19500826,27
19500827,28
19500828,7
19500829,0
19500830,0
19500831,0
19500901,0
19500902,0
19500903,0
19500904,0
19500905,0
19500906,0
19500907,0
19500908,0
19500909,21
19500910,33
19500911,0
19500912,0
19500913,0
19500914,0
19500915,39
19500916,42
19500917,27
19500918,0
19500919,0
19500920,0
19500921,13
19500922,0
19500923,0
19500924,0
19500925,0
19500926,0
19500927,0
19500928,0
19500929,0
19500930,0
19501001,0
19501002,0
19501003,0
19501004,0
19501005,0
19501006,0
19501007,0
19501008,0
19501009,0
19501010,7
19501011,0
19501012,0
19501013,7
19501014,53
19501015,64
19501016,0
19501017,14
19501018,7
19501019,11
19501020,0
19501021,0
19501022,0
19501023,0
19501024,17
19501025,0
19501026,18
19501027,8
19501028,0
19501029,7
19501030,29
19501031,0
19501101,0
19501102,0
19501103,0
19501104,0
19501105,0
19501106,0
19501107,7
19501108,7
19501109,0
19501110,0
19501111,0
19501112,0
19501113,0
19501114,0
19501115,0
19501116,58
19501117,14
19501118,10
19501119,0
19501120,0
19501121,7
19501122,0
19501123,0
19501124,0
19501125,18
19501126,7
19501127,0
19501128,0
19501129,46
19501130,0
19501201,0
19501202,0
19501203,0
19501204,0
19501205,0
19501206,0
19501207,0
19501208,0
19501209,35
19501210,0
19501211,0
19501212,0
19501213,0
19501214,0
19501215,0
19501216,0
19501217,0
19501218,0
19501219,0
19501220,0
19501221,0
19501222,17
19501223,7
19501224,0
19501225,29
19501226,49
19501227,12
19501228,0
19501229,0
19501230,8
19501231,0
19510101,0
19510102,0
19510103,0
19510104,22
19510105,0
19510106,0
19510107,0
19510108,0
19510109,0
19510110,0
19510111,0
19510112,18
19510113,0
19510114,14
19510115,0
19510116,0
19510117,54
19510118,46
19510119,18
19510120,0
19510121,0
19510122,0
19510123,0
19510124,0
19510125,0
19510126,0
19510127,0
19510128,7
19510129,35
19510130,0
19510131,0
19510201,0
19510202,0
19510203,0
19510204,7
19510205,47
19510206,7
19510207,0
19510208,0
19510209,0
19510210,0
19510211,0
19510212,0
19510213,0
19510214,0
19510215,0
19510216,0
19510217,0
19510218,0
19510219,0
19510220,0
19510221,0
19510222,0
19510223,0
19510224,0
19510225,0
19510226,45
19510227,42
19510228,0
19510301,18
19510302,7
19510303,0
19510304,0
19510305,0
19510306,0
19510307,0
19510308,0
19510309,40
19510310,7
19510311,0
19510312,31
19510313,8
19510314,64
19510315,21
19510316,0
19510317,0
19510318,7
19510319,21
19510320,0
19510321,0
19510322,7
19510323,0
19510324,0
19510325,0
19510326,0
19510327,0
19510328,0
19510329,0
19510330,13
19510331,9
19510401,0
19510402,0
19510403,0
19510404,0
19510405,0
19510406,0
19510407,0
19510408,0
19510409,0
19510410,0
19510411,0
19510412,0
19510413,7
19510414,14
19510415,51
19510416,0
19510417,0
19510418,0
19510419,0
19510420,0
19510421,0
19510422,0
19510423,0
19510424,0
19510425,0
19510426,0
19510427,0
19510428,23
19510429,7
19510430,20
19510501,0
19510502,0
19510503,27
19510504,41
19510505,0
19510506,0
19510507,0
19510508,0
19510509,0
19510510,0
19510511,0
19510512,17
19510513,11
19510514,0
19510515,0
19510516,0
19510517,0
19510518,0
19510519,0
19510520,0
19510521,0
19510522,0
19510523,0
19510524,0
19510525,0
19510526,0
19510527,0
19510528,0
19510529,0
19510530,0
19510531,0
19510601,0
19510602,0
19510603,0
19510604,0
19510605,0
19510606,0
19510607,0
19510608,0
19510609,0
19510610,0
19510611,0
19510612,0
19510613,0
19510614,0
19510615,0
19510616,0
19510617,0
19510618,0
19510619,0
19510620,0
19510621,0
19510622,0
19510623,0
19510624,0
19510625,0
19510626,0
19510627,0
19510628,0
19510629,0
19510630,0
19510701,0
19510702,0
19510703,0
19510704,0
19510705,0
19510706,0
19510707,0
19510708,0
19510709,0
19510710,0
19510711,0
19510712,0
19510713,0
19510714,0
19510715,0
19510716,0
19510717,0
19510718,0
19510719,0
19510720,0
19510721,0
19510722,0
19510723,0
19510724,0
19510725,0
19510726,0
19510727,0
19510728,0
19510729,0
19510730,0
19510731,0
19510801,0
19510802,0
19510803,0
19510804,0
19510805,0
19510806,0
19510807,0
19510808,0
19510809,0
19510810,0
19510811,0
19510812,0
19510813,0
19510814,0
19510815,22
19510816,16
19510817,7
19510818,51
19510819,0
19510820,83
19510821,10
19510822,22
19510823,0
19510824,0
19510825,0
19510826,0
19510827,0
19510828,0
19510829,0
19510830,0
19510831,0
19510901,0
19510902,35
19510903,0
19510904,0
19510905,0
19510906,0
19510907,0
19510908,21
19510909,0
19510910,0
19510911,7
19510912,0
19510913,0
19510914,21
19510915,27
19510916,8
19510917,0
19510918,0
19510919,0
19510920,19
19510921,0
19510922,0
19510923,0
19510924,0
19510925,0
19510926,0
19510927,7
19510928,28
19510929,0
19510930,0
19511001,0
19511002,0
19511003,0
19511004,0
19511005,0
19511006,0
19511007,27
19511008,0
19511009,0
19511010,0
19511011,7
19511012,36
19511013,0
19511014,0
19511015,0
19511016,7
19511017,10
19511018,0
19511019,0
19511020,0
19511021,22
19511022,16
19511023,0
19511024,0
19511025,0
19511026,0
19511027,0
19511028,0
19511029,8
19511030,19
19511031,61
19511101,7
19511102,7
19511103,9
19511104,0
19511105,7
19511106,0
19511107,8
19511108,7
19511109,30
19511110,21
19511111,0
19511112,0
19511113,0
19511114,0
19511115,0
19511116,0
19511117,7
19511118,0
19511119,0
19511120,32
19511121,44
19511122,13
19511123,28
19511124,0
19511125,0
19511126,8
19511127,0
19511128,0
19511129,0
19511130,0
19511201,0
19511202,0
19511203,15
19511204,0
19511205,0
19511206,0
19511207,0
19511208,0
19511209,0
19511210,0
19511211,21
19511212,45
19511213,35
19511214,0
19511215,0
19511216,0
19511217,0
19511218,0
19511219,0
19511220,0
19511221,0
19511222,0
19511223,0
19511224,0
19511225,0
19511226,0
19511227,0
19511228,0
19511229,28
19511230,0
19511231,0
19520101,0
19520102,0
19520103,0
19520104,0
19520105,0
19520106,0
19520107,8
19520108,0
19520109,0
19520110,0
19520111,0
19520112,7
19520113,25
19520114,7
19520115,30
19520116,7
19520117,0
19520118,0
19520119,0
19520120,0
19520121,0
19520122,0
19520123,25
19520124,65
19520125,25
19520126,7
19520127,46
19520128,0
19520129,27
19520130,0
19520131,0
19520201,0
19520202,0
19520203,0
19520204,9
19520205,0
19520206,0
19520207,0
19520208,7
19520209,0
19520210,0
19520211,0
19520212,0
19520213,14
19520214,0
19520215,0
19520216,0
19520217,0
19520218,0
19520219,0
19520220,0
19520221,0
19520222,7
19520223,7
19520224,86
19520225,8
19520226,0
19520227,0
19520228,0
19520229,0
19520301,0
19520302,0
19520303,0
19520304,13
19520305,0
19520306,0
19520307,0
19520308,0
19520309,0
19520310,0
19520311,0
19520312,0
19520313,0
19520314,0
19520315,0
19520316,0
19520317,0
19520318,0
19520319,0
19520320,0
19520321,0
19520322,0
19520323,0
19520324,0
19520325,19
19520326,22
19520327,7
19520328,0
19520329,0
19520330,0
19520331,0
19520401,0
19520402,0
19520403,7
19520404,50
19520405,15
19520406,21
19520407,7
19520408,13
19520409,61
19520410,0
19520411,0
19520412,0
19520413,0
19520414,0
19520415,0
19520416,0
19520417,19
19520418,0
19520419,0
19520420,0
19520421,0
19520422,0
19520423,0
19520424,0
19520425,0
19520426,0
19520427,0
19520428,0
19520429,0
19520430,0
19520501,0
19520502,0
19520503,82
19520504,0
19520505,0
19520506,29
19520507,17
19520508,0
19520509,0
19520510,0
19520511,0
19520512,0
19520513,0
19520514,0
19520515,0
19520516,0
19520517,0
19520518,0
19520519,0
19520520,0
19520521,45
19520522,0
19520523,7
19520524,23
19520525,0
19520526,9
19520527,0
19520528,0
19520529,0
19520530,0
19520531,0
19520601,0
19520602,0
19520603,0
19520604,0
19520605,0
19520606,0
19520607,0
19520608,0
19520609,0
19520610,0
19520611,0
19520612,0
19520613,0
19520614,0
19520615,0
19520616,0
19520617,0
19520618,0
19520619,0
19520620,0
19520621,0
19520622,0
19520623,0
19520624,0
19520625,0
19520626,0
19520627,0
19520628,0
19520629,0
19520630,44
19520701,0
19520702,0
19520703,0
19520704,0
19520705,0
19520706,0
19520707,0
19520708,0
19520709,0
19520710,0
19520711,0
19520712,0
19520713,0
19520714,0
19520715,0
19520716,0
19520717,0
19520718,0
19520719,0
19520720,0
19520721,0
19520722,0
19520723,0
19520724,0
19520725,0
19520726,0
19520727,0
19520728,0
19520729,0
19520730,0
19520731,27
19520801,0
19520802,0
19520803,0
19520804,0
19520805,0
19520806,0
19520807,0
19520808,0
19520809,0
19520810,31
19520811,25
19520812,0
19520813,0
19520814,0
19520815,0
19520816,20
19520817,7
19520818,17
19520819,0
19520820,0
19520821,0
19520822,0
19520823,0
19520824,0
19520825,0
19520826,0
19520827,0
19520828,0
19520829,0
19520830,0
19520831,0
19520901,0
19520902,0
19520903,7
19520904,21
19520905,0
19520906,0
19520907,0
19520908,0
19520909,0
19520910,0
19520911,0
19520912,0
19520913,9
19520914,84
19520915,0
19520916,8
19520917,39
19520918,0
19520919,0
19520920,0
19520921,0
19520922,0
19520923,0
19520924,0
19520925,0
19520926,0
19520927,0
19520928,33
19520929,0
19520930,0
19521001,0
19521002,0
19521003,0
19521004,0
19521005,0
19521006,0
19521007,0
19521008,0
19521009,0
19521010,0
19521011,0
19521012,0
19521013,0
19521014,0
19521015,0
19521016,0
19521017,14
19521018,0
19521019,0
19521020,11
19521021,65
19521022,8
19521023,0
19521024,0
19521025,16
19521026,0
19521027,0
19521028,0
19521029,0
19521030,0
19521031,0
19521101,29
19521102,0
19521103,0
19521104,0
19521105,0
19521106,7
19521107,0
19521108,0
19521109,37
19521110,32
19521111,46
19521112,0
19521113,22
19521114,0
19521115,0
19521116,39
19521117,31
19521118,94
19521119,0
19521120,10
19521121,32
19521122,24
19521123,7
19521124,7
19521125,0
19521126,0
19521127,0
19521128,0
19521129,0
19521130,0
19521201,0
19521202,11
19521203,18
19521204,9
19521205,0
19521206,0
19521207,0
19521208,0
19521209,0
19521210,0
19521211,20
19521212,83
19521213,20
19521214,26
19521215,37
19521216,0
19521217,0
19521218,0
19521219,0
19521220,0
19521221,17
19521222,0
19521223,0
19521224,0
19521225,0
19521226,0
19521227,0
19521228,0
19521229,0
19521230,0
19521231,0
19530101,0
19530102,0
19530103,0
19530104,0
19530105,0
19530106,0
19530107,0
19530108,12
19530109,0
19530110,44
19530111,0
19530112,0
19530113,0
19530114,46
19530115,49
19530116,7
19530117,0
19530118,0
19530119,0
19530120,0
19530121,0
19530122,0
19530123,0
19530124,0
19530125,0
19530126,7
19530127,0
19530128,21
19530129,0
19530130,0
19530131,0
19530201,0
19530202,0
19530203,0
19530204,0
19530205,0
19530206,0
19530207,0
19530208,0
19530209,50
19530210,0
19530211,0
19530212,0
19530213,0
19530214,40
19530215,0
19530216,0
19530217,0
19530218,7
19530219,10
19530220,46
19530221,0
19530222,0
19530223,0
19530224,0
19530225,0
19530226,0
19530227,7
19530228,20
19530301,7
19530302,0
19530303,0
19530304,0
19530305,0
19530306,0
19530307,0
19530308,0
19530309,0
19530310,0
19530311,13
19530312,0
19530313,0
19530314,0
19530315,0
19530316,0
19530317,0
19530318,0
19530319,0
19530320,0
19530321,0
19530322,0
19530323,0
19530324,0
19530325,0
19530326,0
19530327,0
19530328,0
19530329,7
19530330,32
19530331,54
19530401,0
19530402,0
19530403,0
19530404,0
19530405,0
19530406,0
19530407,158
19530408,8
19530409,13
19530410,10
19530411,0
19530412,0
19530413,0
19530414,0
19530415,0
19530416,0
19530417,0
19530418,0
19530419,7
19530420,0
19530421,7
19530422,0
19530423,0
19530424,0
19530425,0
19530426,0
19530427,0
19530428,28
19530429,47
19530430,0
19530501,0
19530502,0
19530503,0
19530504,0
19530505,0
19530506,0
19530507,0
19530508,0
19530509,0
19530510,0
19530511,31
19530512,0
19530513,0
19530514,0
19530515,7
19530516,0
19530517,0
19530518,0
19530519,40
19530520,7
19530521,0
19530522,0
19530523,0
19530524,0
19530525,0
19530526,0
19530527,19
19530528,16
19530529,0
19530530,0
19530531,0
19530601,0
19530602,0
19530603,19
19530604,0
19530605,0
19530606,0
19530607,0
19530608,0
19530609,0
19530610,0
19530611,21
19530612,0
19530613,0
19530614,0
19530615,0
19530616,0
19530617,0
19530618,0
19530619,0
19530620,0
19530621,0
19530622,0
19530623,0
19530624,0
19530625,0
19530626,0
19530627,0
19530628,0
19530629,0
19530630,0
19530701,0
19530702,0
19530703,0
19530704,0
19530705,0
19530706,0
19530707,0
19530708,0
19530709,0
19530710,0
19530711,0
19530712,0
19530713,0
19530714,0
19530715,0
19530716,0
19530717,0
19530718,0
19530719,0
19530720,0
19530721,0
19530722,0
19530723,0
19530724,7
19530725,0
19530726,0
19530727,0
19530728,0
19530729,0
19530730,0
19530731,0
19530801,0
19530802,0
19530803,0
19530804,0
19530805,0
19530806,0
19530807,0
19530808,0
19530809,0
19530810,0
19530811,0
19530812,0
19530813,0
19530814,0
19530815,0
19530816,0
19530817,0
19530818,0
19530819,21
19530820,18
19530821,46
19530822,34
19530823,0
19530824,0
19530825,0
19530826,0
19530827,0
19530828,0
19530829,0
19530830,0
19530831,0
19530901,0
19530902,0
19530903,0
19530904,0
19530905,0
19530906,0
19530907,0
19530908,0
19530909,0
19530910,0
19530911,0
19530912,0
19530913,0
19530914,0
19530915,11
19530916,0
19530917,0
19530918,0
19530919,0
19530920,0
19530921,14
19530922,11
19530923,39
19530924,0
19530925,0
19530926,0
19530927,0
19530928,0
19530929,0
19530930,16
19531001,0
19531002,0
19531003,0
19531004,0
19531005,0
19531006,0
19531007,0
19531008,0
19531009,0
19531010,0
19531011,0
19531012,7
19531013,0
19531014,0
19531015,0
19531016,0
19531017,0
19531018,10
19531019,7
19531020,16
19531021,0
19531022,7
19531023,0
19531024,0
19531025,0
19531026,0
19531027,0
19531028,0
19531029,0
19531030,0
19531031,0
19531101,8
19531102,0
19531103,11
19531104,66
19531105,0
19531106,0
19531107,30
19531108,0
19531109,0
19531110,0
19531111,7
19531112,53
19531113,34
19531114,0
19531115,13
19531116,23
19531117,0
19531118,0
19531119,0
19531120,0
19531121,11
19531122,0
19531123,0
19531124,0
19531125,60
19531126,7
19531127,21
19531128,35
19531129,0
19531130,0
19531201,0
19531202,0
19531203,0
19531204,0
19531205,0
19531206,0
19531207,0
19531208,0
19531209,74
19531210,41
19531211,92
19531212,0
19531213,0
19531214,0
19531215,0
19531216,0
19531217,0
19531218,21
19531219,0
19531220,24
19531221,0
19531222,12
19531223,0
19531224,0
19531225,0
19531226,7
19531227,31
19531228,11
19531229,0
19531230,0
19531231,7
19540101,7
19540102,0
19540103,0
19540104,0
19540105,0
19540106,0
19540107,17
19540108,29
19540109,18
19540110,87
19540111,0
19540112,0
19540113,0
19540114,0
19540115,0
19540116,0
19540117,19
19540118,0
19540119,0
19540120,0
19540121,0
19540122,0
19540123,7
19540124,0
19540125,0
19540126,0
19540127,21
19540128,16
19540129,0
19540130,0
19540131,0
19540201,0
19540202,0
19540203,0
19540204,0
19540205,0
19540206,0
19540207,0
19540208,0
19540209,0
19540210,0
19540211,0
19540212,0
19540213,0
19540214,0
19540215,0
19540216,0
19540217,10
19540218,19
19540219,0
19540220,0
19540221,0
19540222,0
19540223,0
19540224,0
19540225,48
19540226,0
19540227,0
19540228,0
19540301,0
19540302,7
19540303,0
19540304,0
19540305,0
19540306,0
19540307,0
19540308,0
19540309,0
19540310,0
19540311,12
19540312,0
19540313,0
19540314,65
19540315,27
19540316,15
19540317,0
19540318,0
19540319,0
19540320,0
19540321,0
19540322,0
19540323,0
19540324,0
19540325,0
19540326,18
19540327,34
19540328,12
19540329,39
19540330,44
19540331,35
19540401,23
19540402,0
19540403,14
19540404,10
19540405,0
19540406,0
19540407,0
19540408,0
19540409,0
19540410,28
19540411,29
19540412,0
19540413,0
19540414,0
19540415,0
19540416,0
19540417,0
19540418,0
19540419,0
19540420,0
19540421,0
19540422,16
19540423,21
19540424,0
19540425,0
19540426,0
19540427,0
19540428,0
19540429,0
19540430,0
19540501,0
19540502,0
19540503,13
19540504,34
19540505,0
19540506,0
19540507,21
19540508,7
19540509,7
19540510,59
19540511,35
19540512,40
19540513,0
19540514,0
19540515,0
19540516,0
19540517,36
19540518,0
19540519,0
19540520,0
19540521,0
19540522,28
19540523,23
19540524,0
19540525,0
19540526,0
19540527,0
19540528,0
19540529,0
19540530,14
19540531,0
19540601,0
19540602,0
19540603,0
19540604,0
19540605,0
19540606,0
19540607,0
19540608,0
19540609,0
19540610,0
19540611,0
19540612,0
19540613,0
19540614,0
19540615,0
19540616,30
19540617,0
19540618,0
19540619,0
19540620,0
19540621,0
19540622,0
19540623,0
19540624,0
19540625,0
19540626,0
19540627,0
19540628,0
19540629,0
19540630,0
19540701,0
19540702,0
19540703,0
19540704,0
19540705,0
19540706,0
19540707,0
19540708,34
19540709,7
19540710,0
19540711,0
19540712,0
19540713,0
19540714,0
19540715,0
19540716,0
19540717,0
19540718,0
19540719,0
19540720,0
19540721,0
19540722,0
19540723,0
19540724,0
19540725,0
19540726,0
19540727,0
19540728,0
19540729,0
19540730,0
19540731,0
19540801,0
19540802,0
19540803,0
19540804,0
19540805,0
19540806,0
19540807,0
19540808,0
19540809,0
19540810,0
19540811,34
19540812,0
19540813,39
19540814,38
19540815,0
19540816,0
19540817,0
19540818,0
19540819,0
19540820,0
19540821,0
19540822,0
19540823,0
19540824,0
19540825,0
19540826,0
19540827,0
19540828,0
19540829,0
19540830,0
19540831,0
19540901,0
19540902,0
19540903,0
19540904,16
19540905,0
19540906,21
19540907,0
19540908,0
19540909,0
19540910,32
19540911,8
19540912,9
19540913,31
19540914,0
19540915,0
19540916,0
19540917,48
19540918,0
19540919,0
19540920,0
19540921,13
19540922,17
19540923,20
19540924,12
19540925,13
19540926,55
19540927,68
19540928,0
19540929,0
19540930,41
19541001,0
19541002,36
19541003,0
19541004,39
19541005,0
19541006,0
19541007,0
19541008,12
19541009,71
19541010,0
19541011,0
19541012,0
19541013,0
19541014,0
19541015,0
19541016,21
19541017,0
19541018,0
19541019,0
19541020,0
19541021,0
19541022,17
19541023,24
19541024,18
19541025,7
19541026,74
19541027,7
19541028,0
19541029,0
19541030,47
19541031,19
19541101,0
19541102,0
19541103,0
19541104,0
19541105,0
19541106,0
19541107,0
19541108,0
19541109,0
19541110,0
19541111,7
19541112,0
19541113,0
19541114,0
19541115,0
19541116,8
19541117,7
19541118,0
19541119,0
19541120,0
19541121,0
19541122,0
19541123,0
19541124,0
19541125,0
19541126,0
19541127,0
19541128,0
19541129,45
19541130,0
19541201,0
19541202,0
19541203,0
19541204,0
19541205,0
19541206,0
19541207,0
19541208,7
19541209,0
19541210,0
19541211,0
19541212,0
19541213,0
19541214,0
19541215,11
19541216,0
19541217,24
19541218,20
19541219,0
19541220,0
19541221,0
19541222,15
19541223,0
19541224,0
19541225,19
19541226,11
19541227,0
19541228,0
19541229,0
19541230,0
19541231,0
19550101,0
19550102,0
19550103,0
19550104,0
19550105,0
19550106,0
19550107,0
19550108,10
19550109,0
19550110,0
19550111,10
19550112,26
19550113,7
19550114,50
19550115,7
19550116,0
19550117,0
19550118,0
19550119,0
19550120,0
19550121,17
19550122,0
19550123,8
19550124,86
19550125,52
19550126,0
19550127,0
19550128,0
19550129,0
19550130,0
19550131,0
19550201,0
19550202,0
19550203,0
19550204,0
19550205,20
19550206,44
19550207,33
19550208,0
19550209,0
19550210,0
19550211,0
19550212,0
19550213,0
19550214,0
19550215,0
19550216,0
19550217,0
19550218,0
19550219,0
19550220,0
19550221,0
19550222,0
19550223,0
19550224,0
19550225,7
19550226,0
19550227,35
19550228,0
19550301,16
19550302,22
19550303,0
19550304,7
19550305,0
19550306,0
19550307,0
19550308,0
19550309,0
19550310,0
19550311,0
19550312,0
19550313,0
19550314,0
19550315,0
19550316,0
19550317,14
19550318,0
19550319,0
19550320,10
19550321,46
19550322,7
19550323,8
19550324,0
19550325,0
19550326,7
19550327,0
19550328,80
19550329,47
19550330,0
19550331,0
19550401,0
19550402,0
19550403,36
19550404,43
19550405,0
19550406,0
19550407,0
19550408,0
19550409,0
19550410,0
19550411,0
19550412,0
19550413,7
19550414,0
19550415,0
19550416,0
19550417,0
19550418,0
19550419,0
19550420,0
19550421,9
19550422,23
19550423,0
19550424,0
19550425,10
19550426,0
19550427,10
19550428,24
19550429,16
19550430,16
19550501,7
19550502,22
19550503,0
19550504,0
19550505,0
19550506,0
19550507,0
19550508,0
19550509,0
19550510,8
19550511,12
19550512,21
19550513,0
19550514,0
19550515,63
19550516,0
19550517,0
19550518,0
19550519,0
19550520,0
19550521,0
19550522,7
19550523,0
19550524,0
19550525,0
19550526,20
19550527,0
19550528,0
19550529,0
19550530,0
19550531,7
19550601,0
19550602,24
19550603,17
19550604,7
19550605,9
19550606,7
19550607,24
19550608,0
19550609,0
19550610,0
19550611,0
19550612,0
19550613,0
19550614,0
19550615,7
19550616,0
19550617,0
19550618,0
19550619,0
19550620,0
19550621,0
19550622,0
19550623,0
19550624,0
19550625,0
19550626,0
19550627,0
19550628,0
19550629,0
19550630,0
19550701,0
19550702,0
19550703,0
19550704,0
19550705,0
19550706,0
19550707,7
19550708,13
19550709,0
19550710,0
19550711,0
19550712,0
19550713,0
19550714,0
19550715,0
19550716,0
19550717,0
19550718,0
19550719,0
19550720,0
19550721,0
19550722,0
19550723,0
19550724,0
19550725,0
19550726,0
19550727,0
19550728,0
19550729,0
19550730,0
19550731,0
19550801,0
19550802,0
19550803,17
19550804,24
19550805,0
19550806,8
19550807,0
19550808,0
19550809,0
19550810,0
19550811,0
19550812,0
19550813,0
19550814,0
19550815,0
19550816,0
19550817,0
19550818,0
19550819,0
19550820,0
19550821,0
19550822,0
19550823,0
19550824,0
19550825,0
19550826,0
19550827,0
19550828,0
19550829,0
19550830,0
19550831,0
19550901,0
19550902,0
19550903,0
19550904,7
19550905,0
19550906,32
19550907,17
19550908,24
19550909,20
19550910,36
19550911,28
19550912,0
19550913,0
19550914,0
19550915,0
19550916,0
19550917,0
19550918,0
19550919,0
19550920,0
19550921,0
19550922,0
19550923,0
19550924,16
19550925,38
19550926,7
19550927,0
19550928,0
19550929,0
19550930,0
19551001,0
19551002,29
19551003,0
19551004,0
19551005,0
19551006,0
19551007,7
19551008,0
19551009,0
19551010,0
19551011,0
19551012,0
19551013,0
19551014,41
19551015,9
19551016,0
19551017,0
19551018,32
19551019,7
19551020,7
19551021,0
19551022,0
19551023,0
19551024,15
19551025,0
19551026,0
19551027,0
19551028,0
19551029,0
19551030,17
19551031,0
19551101,20
19551102,0
19551103,22
19551104,0
19551105,0
19551106,0
19551107,26
19551108,13
19551109,7
19551110,0
19551111,0
19551112,0
19551113,0
19551114,0
19551115,0
19551116,0
19551117,0
19551118,0
19551119,0
19551120,0
19551121,0
19551122,0
19551123,0
19551124,0
19551125,7
19551126,0
19551127,0
19551128,0
19551129,0
19551130,0
19551201,0
19551202,0
19551203,0
19551204,0
19551205,7
19551206,10
19551207,0
19551208,0
19551209,0
19551210,0
19551211,0
19551212,0
19551213,0
19551214,8
19551215,30
19551216,57
19551217,44
19551218,37
19551219,49
19551220,0
19551221,0
19551222,0
19551223,0
19551224,0
19551225,7
19551226,0
19551227,22
19551228,57
19551229,0
19551230,0
19551231,0
19560101,24
19560102,0
19560103,0
19560104,0
19560105,25
19560106,17
19560107,0
19560108,0
19560109,0
19560110,0
19560111,0
19560112,0
19560113,8
19560114,27
19560115,12
19560116,52
19560117,0
19560118,0
19560119,0
19560120,62
19560121,0
19560122,8
19560123,34
19560124,0
19560125,0
19560126,66
19560127,36
19560128,7
19560129,0
19560130,0
19560131,0
19560201,0
19560202,0
19560203,0
19560204,0
19560205,0
19560206,0
19560207,0
19560208,0
19560209,30
19560210,0
19560211,0
19560212,0
19560213,12
19560214,16
19560215,0
19560216,0
19560217,0
19560218,0
19560219,7
19560220,14
19560221,18
19560222,0
19560223,0
19560224,0
19560225,0
19560226,0
19560227,0
19560228,0
19560229,0
19560301,0
19560302,0
19560303,0
19560304,0
19560305,0
19560306,0
19560307,0
19560308,0
19560309,0
19560310,0
19560311,0
19560312,0
19560313,0
19560314,51
19560315,0
19560316,0
19560317,0
19560318,0
19560319,0
19560320,0
19560321,0
19560322,7
19560323,0
19560324,0
19560325,0
19560326,32
19560327,22
19560328,19
19560329,0
19560330,0
19560331,57
19560401,26
19560402,0
19560403,10
19560404,11
19560405,37
19560406,68
19560407,14
19560408,39
19560409,0
19560410,42
19560411,7
19560412,7
19560413,9
19560414,29
19560415,14
19560416,38
19560417,38
19560418,41
19560419,0
19560420,0
19560421,0
19560422,0
19560423,0
19560424,10
19560425,0
19560426,0
19560427,0
19560428,0
19560429,0
19560430,17
19560501,0
19560502,0
19560503,0
19560504,0
19560505,0
19560506,0
19560507,23
19560508,7
19560509,32
19560510,0
19560511,0
19560512,0
19560513,0
19560514,70
19560515,26
19560516,7
19560517,0
19560518,0
19560519,0
